Tweet,Suicide,Labels
@T_sos2 9 tails or not if he wanted to kill him he’d be dead. Itachi could’ve killed him but he didn’t want to...id… https://t.co/ndYXd8jgBu,Potential Suicide post,1
"@seanhannity "" Every day becomes a disappointment for us AMERICANS that want OUR AMERICA back AS it is to be ""! . L… https://t.co/qRm2xOgJxL",Potential Suicide post,1
"My idea of hell would be if there were a heaven, i mean i really want to be dead one time..",Potential Suicide post,1
"You DO know that you have absolutely no power... yet. And when you do, this whole thing will be dead and forgotten.… https://t.co/eZRhCl3IWc",Potential Suicide post,1
"RT @rcromwell4: If people don't want you dead, can you even claim to really be alive?",Potential Suicide post,1
"RT @Elixeon: Just want to say that just cause a song isn't charting, doesn't mean its dead. Stans online care about charts way more than GP…",Potential Suicide post,1
"There is only One seat at The Church of Jason. My Life; My Choice; My Belief; My artistic expression. Sorry, there… https://t.co/cIilCixUQK",Potential Suicide post,1
"I work hard ʰᵉ ʷᵒʳᵏˢ ʰᵃʳᵈ every day of my life I work 'til I ache in my bones, at the end ᴬᵀ ᵀᴴᴱ ᴱᴺᴰ ᴼᶠ ᵀᴴᴱ ᴰᴬᴬᴬᴬᴬᴬ… https://t.co/T8btgG2HTl",Potential Suicide post,1
"@vfpuk My G-Grandfather fought in WW1, earning the military medal at La Boisselle. Then in ‘39 the thought of fight… https://t.co/gh1oCMsz7Q",Potential Suicide post,1
"@MagicMagid @Harryslaststand My G-Grandfather fought in WW1, earning the military medal at La Boisselle. Then in ‘3… https://t.co/RerGDmgncL",Potential Suicide post,1
I don't know what to do. I'm trying so hard to make a life work. To live life. My husband literally refuses to take… https://t.co/3m3ULoIJ1b,Potential Suicide post,1
Ill ride for my dawgs any day but at the end of the day. I already know where the streets can take you &amp; I what hap… https://t.co/Pqys3uWHkj,Potential Suicide post,1
"RT @mitchlafon: On This Day - November 12th 1976. Queen release single, Somebody to Love.",Potential Suicide post,1
@lucyinglis I had to unexpectedly put down one of my rabbits last week and it hurts like hell. It's bad enough when… https://t.co/txOkQtHTs4,Potential Suicide post,1
Females will be fucked up in the head and blame a nigga for them being fucked up...y’all gotta take accountability… https://t.co/7JIY10zPEG,Potential Suicide post,1
"Something weird in that I couldn't stop thinking about him, couldn't sleep. Then out of some old papers a card I di… https://t.co/eITpOD1uAT",Potential Suicide post,1
"i want to wake up, watch the sunrise and sun set, then go to sleep everyday forever.",Potential Suicide post,1
i wanna go to sleep forever and never wake up im so tired,Potential Suicide post,1
my morning started out so bad i just want to go home and sleep forever,Potential Suicide post,1
Tired of kickin you bitches out the house 😒 bout ready to go to sleep and wake up to the same ting forever.,Potential Suicide post,1
Off work. Resisting the urge to go home and just fucking sleep forever tbh.,Potential Suicide post,1
@dizzyhrvy that crap took me forever to put together. i’m going to go sleep for DAYS,Potential Suicide post,1
I swear it doesn’t matter what time I go to sleep my body forever wakes up tired,Potential Suicide post,1
I don’t want to go back to school rn. I don’t want to drive there. I don’t want to do this stupid project. I just w… https://t.co/7TpsU7S7QH,Potential Suicide post,1
RT @amyadamsnose: please somebody come fucking kill me im so in LOVE!!!!! https://t.co/e13ilxL9XJ,Potential Suicide post,1
when that muffin guy said “please somebody kill me” I felt that shit,Potential Suicide post,1
Somebody just please kill me before my life gets any more stupid?,Potential Suicide post,1
THIS SUCKS MAN I REALLY DON'T KNOW WHAT I AM ABOUT TO DO ANYMORE RASH DECISIONS AFTER RASH DECISION. NO CONTROL OVE… https://t.co/sqvNu2Rxs6,Potential Suicide post,1
somebody just fucking kill me please,Potential Suicide post,1
wow i want to die! somebody fucking kill me! PLEASE! https://t.co/oyySkOcTE0,Potential Suicide post,1
"@theschwasound @feraljokes @BethLynch2020 Fuck, somebody come kill me please.",Potential Suicide post,1
Adam Sandler before he became shit predicted my future mental state...,Potential Suicide post,1
"""Oh somebody kill me please!",Potential Suicide post,1
please somebody come fucking kill me im so in LOVE!!!!! https://t.co/e13ilxL9XJ,Potential Suicide post,1
You know what I hate? Staying in class during breaks and hearing hormonal teenagers’ conversations. Somebody kill me please.,Potential Suicide post,1
Somebody kill the evil version of me please!!,Potential Suicide post,1
SOMEBODY PLEASE FUCKING KILL ME IM SO IN LOVE https://t.co/WbVmmKzDDh,Potential Suicide post,1
Just got back from a sweltering morning covering Cowboys preseason training and the air-con in the office is broken… https://t.co/EidVT1AO1h,Potential Suicide post,1
ALWAYS FUCKING STRESSING AND ITS NOT GOOD. DAY BY DAY I JUST FEEL LIKE IM GOING TO FUCKING LOSE IT AND DO IT. YOU WOULDNT CARE THO BECAUSE IM WORTHLESS TO YOU,Potential Suicide post,1
JUST FUCKIN KILL ME,Potential Suicide post,1
"@kingxhesh,,just fucking kill me already i dont want to be here anymore",Potential Suicide post,1
"@Elianasunshine7,Newfoundland, Canada,RT @animeesay: I want to say ill never be active again. Not quite sure, i dont have any reason to be on here anymore anyways bye everyone t…",Potential Suicide post,1
"@kellyhopper372,Florida, USA,https://t.co/5tsIoklInt. ""Waiting for the End"" Please Chester let me come with you up in heaven! I dont want to fight this anymore. Nobody cares here so why bother",Potential Suicide post,1
"@SpiritScribbler,,I dont think I want to be on Twitter anymore. I'm not adding to anyone's life here.",Potential Suicide post,1
"@AkwesiQuan,,RT @animeesay: I want to say ill never be active again. Not quite sure, i dont have any reason to be on here anymore anyways bye everyone t…",Potential Suicide post,1
"@animeesay,,I want to say ill never be active again. Not quite sure, i dont have any reason to be on here anymore anyways bye everyone take care.",Potential Suicide post,1
I dont want to be here anymore,Potential Suicide post,1
"@therealRC12,,Honestly I dont want to be here anymore....",Potential Suicide post,1
"@TylersDunflower,Trench,I'm not feeling happy",Potential Suicide post,1
I feel so lonely,Potential Suicide post,1
i just want to have a friend or a group of friends that dont leave me out,Potential Suicide post,1
"@Kierra__Perry,Reno, NV,but I dont want to kill myself.I just want to be able to let other people have to not worry about me. I feel like I never make the best choice. I constantly feel like I am making wrong choices and I am just struggling. I'm fucking depressed and I just dont want to be here anymore",Potential Suicide post,1
"@MovinThatGearUp,Badlands/Smash Manor,@UltimxteCreator i guess",Potential Suicide post,1
"@aT_TooL,Woke ,RT @NFear: Life is hard. I never thought I’d come onto social media to vent/talk about my feelings. But man my life sucks. I dont want atte…",Potential Suicide post,1
"@NFear,Chicago, IL,Life is hard. I never thought I’d come onto social media to vent/talk about my feelings. But man my life sucks. I dont want attention but I know this tweet makes it look like I do. I’m done streaming, YouTube, and just playing games all together. Just don’t wanna be here anymore.",Potential Suicide post,1
"@__TheRealSkp,Barcelona, Spain,RT @kbdoll2_: Even though WE DONT WANT too, we know that we have too believe that you’re not here anymore and we know that we have to be st…",Potential Suicide post,1
"@candyguy53,Tillsonburg, Ontario,@amvetsupport Ok.",Potential Suicide post,1
Hers my view from Canada ..for what its worth. More than half of you did..or he wouldnt be president..he treats his friends like shit..everyone is now his enemy..the USA has lost ALL respect from here..we want tou to build the wall here..cause we just dont trust you anymore..,Potential Suicide post,1
"@wildchamomille,im learning how to love myself,and i dont want to be here anymore",Potential Suicide post,1
"@Logman765,Lincoln, NE,RT @LoliThicc: Im sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its gonna be fine…",Potential Suicide post,1
"@derekmusial,,@landonb94 @KidsSeeGhoats ok hold on, how can these numbers not be correct anymore if the video is two weeks old...? strength of schedule and record dont change too much in two weeks. and if yall dont care about top 4 why are you here? won your division, overranked to begin with, what else you want?",Potential Suicide post,1
i don't want to be here anymore,Potential Suicide post,1
"@Oomongoomong,,This is for u, the person who feels like they have no one, the person who doesnt see why they should be here anymore",Potential Suicide post,1
"@betchbelleza,,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post,1
"@TheLoneDude1,United States,Why is everything so cancerous now. Like I cant even remember anymore if all this corporate crap has always been here or not but it's freaking stupid. I just want to watch a youtube video, I dont want to be force-fed a stupid product every time i go online like its cable TV.",Potential Suicide post,1
"@LoliThicc,Northen ireland,Im sorry if i really want my life to end im sorry i drank for week straight i am sorry but its hard to say its gonna be fine when my life has never been fine atall im sorry i just dont want to be here anymore...",Potential Suicide post,1
"@Sannymoorby,,Is it horrible of me that i want to commit #suicide, that i dont want to be here anymore",Potential Suicide post,1
Ive had enough of life and the pain it causes,Potential Suicide post,1
"@vespertitties,,god kill me literally just. fuckin hang me stab me burn me alive",Potential Suicide post,1
"@saraayk5,,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post,1
"@laurenbullo_k,Manchester, England,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post,1
"@308Olsen,Blaine, MN,I dont want to be here anymore.",Potential Suicide post,1
"@thekingscosmos,,My sister ruined the night before it even started I dont even want to be here anymore",Potential Suicide post,1
"@MoeruItami,[#XB2RP  | #MVRP],yeah, fuck it. im logging out. ill maybe make another account some other time and follow people i like but i really dont want to be here anymore. i dont enjoy the verse, waaay too toxic.",Potential Suicide post,1
sorry people who arent toxic and wanted be friends.,Potential Suicide post,1
"@btchtits,Leven, Scotland,dont want to be here anymore",Potential Suicide post,1
"@hellomonette,buk - cdo,i dont want to be here anymore",Potential Suicide post,1
"@Tashuurrx,,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post,1
"@SuccessorLuke,,I don’t wanna be here anymore. My parents pressure me too much about getting a job like I am soliciting and such and yet they complain. I dont feel comfortable living in my own house anymore. All I want is just leave here for good and go to another country",Potential Suicide post,1
"@niinabaniina,Texas✈️ Arizona ,RT @caringcorbyn: i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally…",Potential Suicide post,1
"@SkylerTinney00,Graham, TX,RT @lilbluezcluez: i dont want to be here anymore",Potential Suicide post,1
"@Shy_Tide,England,Yeah no i dont want to be here anymore it hurts too much and im struggling too much",Potential Suicide post,1
"@sadegsi,ger/rus/eng,I want to die so much, I dont want to be here anymore",Potential Suicide post,1
"@lilbluezcluez,crawling out of hell,i dont want to be here anymore",Potential Suicide post,1
"@dogcafes,co '19 🇬🇹,i dont want to be here anymore i done ruined a good thing https://t.co/Bql3YIlI1L",Potential Suicide post,1
"@Jane_rodriguezz,Cotulla, TX  //  Lacoste, TX,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post,1
"@Madyson_gregg,Castroville, TX,RT @jaemverse: i just dont want to be here anymore",Potential Suicide post,1
"IVE LOST A LOT OF INTEREST IN NASCAR AND DONT THINK I WILL TWEET FROM HERE MUCH ANYMORE. IF YOU STILL WANT TO BE FRIENDS OR SOMETHING, YOU CAN FOLLOW MY LESS POPULAR TWITTER PAGE: @gutcheez. WE CAN BE FRIENDS THERE.",Potential Suicide post,1
"@MrBez1, Staffordshire UK ,@peter4077 Oh peter your rid of him now so life will only get better, dont let him get to you anymore. The tears will go and you can be free once and for all. Here is you want to chat always xxx",Potential Suicide post,1
"@ohvember,Portland, OR,every kid has had a tantrum today i dont want to be here i dont want to hear anymore crying i just want to go home and pet my dog",Potential Suicide post,1
"@homerunderbyemo,,Just checked out that Homerun Derby EP, it SLAPS  https://t.co/lrHB1FDz6t",Potential Suicide post,1
"@gcoakley13,,2nd is 'i dont want to be here anymore' by em too",Potential Suicide post,1
"@cgupi1,,RT @caringcorbyn: i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally…",Potential Suicide post,1
"@sanguivori,kaycee!!♡ glenn!!♡,i dont want to be here anymore i wish i was dead",Potential Suicide post,1
"@Farbelowaverag1,,And I just dont want to fucking be here anymore. Please someone just fucking end me because I know itll be worse for everyone if I do it myself and fuck do I want to but please please someone just kill me please",Potential Suicide post,1
"@CollinB63,,Everyone says im better off but I dont want to be. I dont think that. It doesnt quite matter what I think anymore. So we out here.",Potential Suicide post,1
"@caringcorbyn,im not okay lol ,i literally cant explain everything so much has happened i dont wanna be here anymore. wtf is even the point. i literally cant i want everything to be over. i cant breathe right because of how much im crying i cant do this anymore.",Potential Suicide post,1
"@_zannahthatsme,Kota Kinabalu & Johor Bahru,RT @Tendrx: honestly, the pain, i dont want to be here anymore.",Potential Suicide post,1
"@youractionlink,Utah,Want to take that perfect selfie? Here’s what you should be looking for in your phone camera!",Potential Suicide post,1
https://t.co/6MPqRunPeX https://t.co/6MPqRunPeX,Potential Suicide post,1
"@alexasberthold,The Moon,I cant do this im a fucking wreck i havent touched a thing at work i have cried here since 8am but i dont want to leave because i have to go say goodbye to someone i shouldnt be. Idk what to do with myself anymore",Potential Suicide post,1
"@slxmdunk,United Kingdom,@Pamaj what hapens if i dont want to be here anymore?",Potential Suicide post,1
"@qwerxcvjkl,,im done trying to be happy. it never helped and it never got approved by my parents. meaning i have to stop all of what makes me happy. and honestly, i dont want to try anymore. im just going to sit here and fail, and keep failing until one day, when death finally falls upon me.",Potential Suicide post,1
"@AbigailBrooke29,With Jake :),RT @yxrx_x: I desperately and whole heartedly dont want to be here anymore.",Potential Suicide post,1
"@MNTNTOP,,fuck this shit i want to be dead so i dont have to be here anymore https://t.co/1M6PZKhT9v",Potential Suicide post,1
"@shishirjha07,,@TVMohandasPai @PMOIndia @narendramodi Sir please tell does it suit to respected PM to tell “Give me 50 days and if things don’t improve burn me alive”. If yes, then anyone can say that come we shall burn u. If not, I didn’t see anyone dis-associating with this line.",Potential Suicide post,1
"@ad8871,Michigan, USA,@MelaynaLokosky @ravenvanderrave Hi, I know you are scrambling to escape with no time to even save your pets or family heirlooms lest you burn alive. I know entire towns have burned to the ground and hundreds of thousands are homeless evacuees. But please take some time to let ME know how to help",Potential Suicide post,1
@Thetoffeemen1 @SimonMidi9790 @RonaldKoeman @Everton sure just get that homework done while celebrating that poin https://t.co/oi7X3ZTLGy,Not Suicide post,0
@priyank_acharya @JPNadda World has got the right path celebrating D 'Matri pitri pujan diwas' started by #Bapuji.,Not Suicide post,0
RT @babycarebot: It's okay to be proud of your progress even if you're not exactly where you want to be. You're getting there,Not Suicide post,0
RT @HelmanDC: I know you think you're sad that the Cowboys don't play today. But any day your team can't lose is an occasion worth celebrate,Not Suicide post,0
RT @BabitaBandhu: @MLekhiOffice World got the right path celebrating 'Matri pitri pujan diwas' started by #Bapuji. #ServiceForHumanity,Not Suicide post,0
RT @CapcomFighters: Congratulations again to @tokidoki77 for taking the Asia Regional Finals title! Thanks to @Yoshi_OnoChin for giving out,Not Suicide post,0
RT @NiallOfficial: 2 wins in 2 weeks . Congratulations @TyrrellHatton ! Machine,Not Suicide post,0
RT @Beebri97: @Quueenn_M Girl I wanna look this good when I'm pregnant lol. Congratulations beautiful! I hope it's a girl so she can be like u,Not Suicide post,0
RT @NiallOfficial: 2 wins in 2 weeks . Congratulations @TyrrellHatton ! Machine,Not Suicide post,0
RT @Gorb_FanClub: Congratulations to Gorb for graduating middle school. We all hope you strive for greatness like you do on cod4,Not Suicide post,0
RT @virendersehwag: Congratulations India on beating Pakistan 3-1 in #AsiaCup2017 #INDvPAK . Thank you for the advance diwali gift @TheHock,Not Suicide post,0
"Congratulations, Jim! I'm a great editor, not a great media artist.",Not Suicide post,0
"Congratulations, John! I'm a creepy actor, not a sweet actor",Not Suicide post,0
@gimmethefife No one should ever be driven to the point of suicide... especially not by those you have done nothing but cared for..,Not Suicide post,0
RT @LSUBonnette: Had a feeling it was going to be a great day got to meet John Stockton before the game,Not Suicide post,0
What a great feeling and never gave up well done @67Shakey @BeWiser kept a cool head all weekend. #age is nothing https://t.co/GDFHwwsk2s,Not Suicide post,0
I woke up feeling great.,Not Suicide post,0
"@o_crunk Keep it up, you do good work!",Not Suicide post,0
Paxton fans keep up the good work ! This young lady is really talented,Not Suicide post,0
"Work two jobs, in school, gotta car, my own apartment, a boo , life's going good for me right now and I'm only 19",Not Suicide post,0
Bad habits are more difficult to identify in your work life. #careerinspiration #careergrowth #habits,Not Suicide post,0
Happy birthday big guy keep up the good work @Brandon_Leach7,Not Suicide post,0
RT @myugnjuns: anyways arohas lets work hard to show our love and support for astro in this comeback as they provide us with another good,Not Suicide post,0
I have amazing people in my life that encourage nothing except the positive. Thank you Lord for blessing me.,Not Suicide post,0
@dianapmarez It's a great time in life! We can help you design an amazing wedding.,Not Suicide post,0
RT @ShorouqAD: Choose a job you Love and you will never have to work a day in your life. Happy future our amazing students,Not Suicide post,0
#Success consists of going from failure to failure without loss of enthusiasm. Winston Churchill #quote #persistence,Not Suicide post,0
RT @jenanmoussa: I love to see Palestinians dancing and having fun. Good &amp;positive stories deserve to go viral as well.,Not Suicide post,0
RT @deepee_xo: It's all fun &amp; games until you're throwing up hotcheetos https://t.co/WFnQHu3vaA,Not Suicide post,0
RT @lisapryor23: @MillwallFC @zampathelion what a fun day ! https://t.co/jr18uTkFX4,Not Suicide post,0
@tmotsenbocker @TheAcademic @judahandthelion Take it all back was so fun https://t.co/iewkzKosB8,Not Suicide post,0
@Target I am loving you a.n.d line at the moment! And my bank balance is liking it too! Great style made affordable #style #shopping,Not Suicide post,0
RT @juicymarilee: i am such a loving and caring person,Not Suicide post,0
sbux is exclusively playing rostam and beck i am loving it,Not Suicide post,0
@GemBrodie I have liked Ryder for quite awhile &amp; it was good to see him perform on a televised fight. I am loving it,Not Suicide post,0
I am loving what I just read about #VR. Love it!,Not Suicide post,0
"RT @hullablue: Daughter was delighted to see this assistant referee today 'her hair is like mine, can I be a referee? '",Not Suicide post,0
RT @therealMickeyT: Wasn't the performance we wanted but delighted with a point we're still unbeaten &amp; got the best GK in the world,Not Suicide post,0
"RT @theseoulstory: Cheers for more wonderful years with HIGHLIGHT Happy 8th anniversary, guys! @ent_aroundus #CELEBRATE_HIGHLIGHT",Not Suicide post,0
RT @VibeFeeIings: Your hardest times often lead to the greatest moments of your life. Keep the faith. It will all be worth in the end.,Not Suicide post,0
"@Rukaarii Just woken up, very pleased he won. Was it a good match?",Not Suicide post,0
"@JulieJoyce Sounds pretty fine to me and very pleased to hear that creepy is your cup of tea, too!",Not Suicide post,0
RT @PrincessSGB: I'm pleased to announce that I will be releasing a limited amount of my 'Why U Mad?' Merch this Friday! #WhyUMad,Not Suicide post,0
"RT @TigrisSafaris: The Indian Roller, a bird considered auspicious in India. #IncredibleIndia #TigrisSafaris #photooftheday #wildlifephoto",Not Suicide post,0
RT @mpparimal: Remembering the legendary former #PresidentOfIndia Sh #APJAbdulKalam on his auspicious birthday,Not Suicide post,0
"RT @ImRaina: What a dominating performance, @TheHockeyIndia! Let the celebrations begin Best wishes for the games ahead",Not Suicide post,0
RT @narendramodi: Delighted to join the Centenary Celebrations of Patna University. Sharing my speech during the programme today.,Not Suicide post,0
Focus on opportunities more than you focus on money.,Not Suicide post,0
"RT @0mysky: If you find someone that makes you happy, enjoy it... life is not fair nor give many opportunities... https://t.co/dCBwDeQVH8",Not Suicide post,0
"RT @mkoirala: Just keep going forward, no matter what #Motivation #Success #Life",Not Suicide post,0
Jealousy is important for a person to move ahead in life. It keeps you on your toes and helps you realize,Not Suicide post,0
I be asking god why do I keep loosing people in my life but I see why everyday you can't move ahead in life,Not Suicide post,0
RT @iamfabrizio: Sometimes in life &amp; love situations in order to move ahead we just have to give ourselves over to being vulnerable &amp,Not Suicide post,0
RT @VRachal33: I swear to move forward or get ahead in life,Not Suicide post,0
Done with the stress,Not Suicide post,0
May you live every day of your life: Jonathan Swift,Not Suicide post,0
Appreciate and be grateful for every given moment and live your life with love + joy #EnjoyLife #EnjoyFriends https://t.co/1Qwj7Jtq8N,Not Suicide post,0
@bobby_bobbles @snovvvhite live your best life,Not Suicide post,0
Life's so short man I couldnt stress enough how important it is for you to live your love with peace and good energy!,Not Suicide post,0
RT @peopleschoice: Congratulations @bts_bighit for winning The E! People's Choice Award for #TheGroup of 2018! #PCAs https://t.co/WVyVxZYIMP,Not Suicide post,0
RT @goghsreddevils: @bosco_dumpling @CoachLanter @Cam3ronmb @Gtownfootball1 Congratulations to Coach Lanter for winning his first career ga…,Not Suicide post,0
RT @enews: Congratulations to #BTS for winning Music Group of 2018 at the #PCAs. https://t.co/H278vwYwMt,Not Suicide post,0
"RT @AUTHORSWEEK: Congratulations Seye @seyeoke for being the latest @Author of the Week @AUTHORSWEEK. Keep on creating, keep on writing and…",Not Suicide post,0
@JacksonWang852 debuted on this week's Billboard Social 50 at #33!,Not Suicide post,0
"Feel lucky to work with 2 shining young stars in #Healthcare, honored by @Forbes #30Under30 today ...… https://t.co/dkqUolP2RV",Not Suicide post,0
"RT @PostRoz: In AF1 call, Theresa May tried to flatter Trump with congratulations for GOP wins in the midterms. He responded by berating th…",Not Suicide post,0
Congratulations to our 5 lucky winners! 🎉,Not Suicide post,0
The rewards will be credited to your Huobi account in 3 working days.,Not Suicide post,0
"RT @JeffFlake: Congratulations to @kyrstensinema on a race well run, and won. It’s been a wonderful honor representing Arizona in the Senat…",Not Suicide post,0
RT @dccc: BREAKING: Democrats just FLIPPED #CA10 from #RedToBlue!!! Big congratulations to Congressman-elect @joshua_harder! #Midterms2018…,Not Suicide post,0
RT @WayneRooney: Congratulations to Joe Cole on a brilliant career. Enjoy your retirement mate 👏🏼🏴󠁧󠁢󠁥󠁮󠁧󠁿👍🏼 https://t.co/L6Lq9R394n,Not Suicide post,0
RT @MuffetMcGraw: Congratulations to Vivian stringer on your 1000th win tonight.   An amazing accomplishment for an amazing woman.  You sta…,Not Suicide post,0
"RT @elonmusk: Congratulations @SpaceX team! Thanks @NASA, much appreciated. https://t.co/6aiWbh8F6V",Not Suicide post,0
RT @JimmieAthletics: Congratulations to @JimmieFootball OL Anthony Vereen for being named GPAC Football First Team Offense 2018! #GoJimmies…,Not Suicide post,0
Happieee birthday to our anni #AarthiSivaKarthikeyan 💕😍,Not Suicide post,0
Wishing you all the happiness and love in the…,Not Suicide post,0
"Hooraaaaaaaaaay!!!!!!!! Proud to have been an itty bitty droplet in this 🌊.     Congratulations @joshua_harder, you… https://t.co/rA4Xj5oWVf",Not Suicide post,0
RT @peopleschoice: Congratulations @Harry_Styles for winning The E! People's Choice Award for #TheStyleStar of 2018! #PCAs https://t.co/nPZ…,Not Suicide post,0
RT @BigDaddyJ_WWR: Congratulations on your #WWE Championship win #DanielBryan and the heel turn but you’re going to need more than luck for…,Not Suicide post,0
@R_Elisewrites Congratulations on all of your accomplishments! You are an amazing person inside and out! ❤️ https://t.co/98Mt8DiI7d,Not Suicide post,0
RT @NeerajKA: Congratulations to everyone who bought a wiretap so they could buy stuff more easily https://t.co/SZrV7Q8Q8y,Not Suicide post,0
RT @RICHSOLEEK: I’m happy I ain’t the same person I was last year.,Not Suicide post,0
RT @WeLoveDara: [CAP] Joross Gamboa greets her a happy birthday in her IG Live! 💖 https://t.co/sHwHEJb0vr,Not Suicide post,0
happy birthdaaaaayyy bebe @noveloraineee 💖godbless youuu,Not Suicide post,0
Happy birthday @paul_lander!,Not Suicide post,0
RT @Bob41Dylan: Happy birthday to the legendary Neil Young! He turns 73 today! https://t.co/E5DRjzKM6i,Not Suicide post,0
RT @akiresaur: Learn the art of being alone and being happy at the same time.,Not Suicide post,0
Aspiring to be as happy as @BlacYoungstaFB in every aspect of life,Not Suicide post,0
RT @joonswrlds: Jimin is so happy. I love him. #Jimin @BTS_twt https://t.co/e1IIA610tB,Not Suicide post,0
"RT @TameraMowryTwo: Happy 6th birthday Aden! Alaina was excited to come to your birthday party. But as you said buddy, “She lives in your h…",Not Suicide post,0
"It’s only the 12th and I have completed 75% of my selling goal, I’M HAPPY 😋",Not Suicide post,0
RT @BKSportsTalk: Glass half full/glass half empty: This #Mizzou team is legitimately pretty good. If you go by Sports Reference’s “simple…,Not Suicide post,0
RT @sirpatricia: //shes doing her best https://t.co/tARP6gNDlu,Not Suicide post,0
"RT @yoonkittys: Happy birthday to my ride or die. I hope you have the best 21st birthday ever I love you so much! Hope you love this, it wa…",Not Suicide post,0
HI-CHEW is literally the best fucking candy ever.,Not Suicide post,0
RT @BarcaTimes: 💭 | Bartomeu: “Today he celebrates two further honours in a legendary career: A 5th Pichichi goalscorer award and the Di St…,Not Suicide post,0
@sixers got the best team in the east. @warriors vs @sixers in the chip.,Not Suicide post,0
RT @ebuka_akara: The best Stan Lee Cameo ever 😂😂😂 https://t.co/leoQNCbXHG,Not Suicide post,0
"We need to give a big huge massive shout out to @manny_hockey for his scraper, expertise, and amazing intelligence.… https://t.co/ltQI947boL",Not Suicide post,0
RT @shaunking: I am supporting @RepBarbaraLee for this.,Not Suicide post,0
"Not just because the House has NEVER had a Black woman in leadership, but because…",Not Suicide post,0
@SamanthaPaige3 This is the best thing to pop on my Twitter all day😂😂 what cracks me up is that billy is in it too😂😂😂,Not Suicide post,0
@dareanderae I love you 💕💕💕,Not Suicide post,0
RT @camerondallas: if i don’t love anything i can’t get hurt,Not Suicide post,0
"RT @JoshYugen: @EntrataLorna @maymayentrata07 Hi tita @EntrataLorna now I know why she is the most humble and most genuine, even though it…",Not Suicide post,0
@honeylovc i love you &lt;33,Not Suicide post,0
@rq_woodward Lol I love it!!!,Not Suicide post,0
"@geuphers, you will fully bloom after all the hardships. i love u ):",Not Suicide post,0
@_aang21 I love you I love you 😥❤️,Not Suicide post,0
RT @MileyCyrus: Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE made…,Not Suicide post,0
"RT @shxxyellowbin: Oh my heart hurts so good. I love you babe, so bad. @ikon_shxxbi https://t.co/aH5aObf60j",Not Suicide post,0
RT @DrA_001: Buying your girl weaves is love language on its own 💯,Not Suicide post,0
RT @MrEdTrain: #NeverForget who keeps you &amp; your family safe &amp; free 🇺🇸 @USMC @USARMY @USNAVY @USAF @USCG https://t.co/z21HWgPaYn,Not Suicide post,0
"RT @Maddierawrk: My brother died from depression. He also frequently exercised, had supportive friends/family, was successful in school &amp; i…",Not Suicide post,0
"The rapper Lázaro Leonado Rodriguez Betancul, best known for Viva Cuba free or pupito. This detainee in the area of… https://t.co/oeWHow0l5a",Not Suicide post,0
RT @BreakfastNews: “Regional Australia would be Siberia without the ABC”,Not Suicide post,0
Tim Fischer was on to talk about his love for his family and his…,Not Suicide post,0
RT @MarvelStudios: “No one has had more of an impact on my career and everything we do at Marvel Studios than Stan Lee. Stan leaves an extr…,Not Suicide post,0
RT @MileyCyrus: Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE made…,Not Suicide post,0
Realizing that I will not get a surprise certified letter stating that I am the sole heir of a wealthy family's inh… https://t.co/5DzyWg70Tu,Not Suicide post,0
a blunt and honest girl who just wants to take care of her family and a passionate boy perusing his dreams of being… https://t.co/WF7QzChBHB,Not Suicide post,0
RT @EekrawK: This is my sister-in-law Sana on the left and her on the right. It's nice to hire your family members and create a conflict o…,Not Suicide post,0
RT @jmattjmattjmatt: When you’re trying to go out for pre-game and you hear... “Ay come take this pic with your family!!!” Oh well... happy…,Not Suicide post,0
"@300pockets you guys should look into a Cube or EDH! It's fun Xion as in kingdomhearts? From your profile pic, there's some resemblance!",Not Suicide post,0
"@RedMummy I feel better today, got some sleep and its not raining so can take the beasts out",Not Suicide post,0
DCU SU elections today,Not Suicide post,0
New iPhone is completely updated Sun shining in Derry - tis a pretty day,Not Suicide post,0
I am constantly amazed by our technology. It makes me wonder. Now check out this rad song! &quot;Tripping&quot; ? http://twt.fm/33023,Not Suicide post,0
@rustyrockets you are a big piece of the rainbow..shine big shine bright and I will see you out there Sparkle friends forever,Not Suicide post,0
Looking for help on testing Prawn PDFs with Cucumber. All i can find is Prawn and Cucumber salad recipes! http://tinyurl.com/cnnn6z,Not Suicide post,0
"@kimmmyberley Lol, he makes a few good points I love the 'customers who bought crocs also bought...', hilarious!",Not Suicide post,0
"@joniconix Ah, you refer to the tabloid not letters. I see. In that case I must add an additional rephrasing. &quot;I don't.&quot;",Not Suicide post,0
@vamp_queen of course!,Not Suicide post,0
"Final results from my CBS Bracket Challenge for the NCAA Mens Tourney: 802,911th. Surely, the 'Generation Y' folks will send me a trophy.",Not Suicide post,0
